,input_queries
2120,scan screen_mode
2121,scan products
2122,scan products
2123,scan employee
2124,scan transactions
2125,scan transactions
2126,scan transactions
2127,scan employees
2128,scan employees order by employee_id desc limit 1
2129,scan employees group by role_code order by count ( * )  asc limit 1
2130,scan song order by releasedate desc limit 1
2131,scan song order by releasedate limit 1
2132,scan song order by releasedate limit 1
2133,join professor.dept_code-department.dept_code join professor.emp_num-employee.emp_num
2134,scan employee
2135,scan professor
2136,scan employee
2137,scan addresses
2138,scan addresses
2139,scan addresses
2140,scan employees
2141,scan operate_company group by type order by count ( * )  desc limit 1
2142,scan operate_company
2143,scan operate_company group by type order by count ( * )  asc limit 1
2144,scan rooms
2145,scan rooms
2146,scan rooms
2147,scan rooms
2148,scan gas_station group by location order by count ( * )
2149,scan gas_station group by location having count ( * )   > 1
2150,scan gas_station group by open_year having count ( * )   > 1
2151,scan driver
2152,scan driver
2153,scan driver
2154,scan driver
2155,scan employees
2156,join wedding.female_id-people.people_id scan wedding.year
2157,scan storm
2158,scan affected_region
2159,scan storm
2160,scan city
2161,scan farm_competition
2162,scan available_policies
2163,scan staff group by gender order by count ( * )  desc limit 1
2164,scan scientists
2165,scan staff_department_assignments
2166,scan staff_department_assignments
2167,scan employee
2168,scan employee
2169,scan employee
2170,scan employee
2171,scan employee
2172,scan university
2173,scan university
2174,scan university
2175,scan university
2176,join nomination.artwork_id-artwork.artwork_id join nomination.festival_id-festival_detail.festival_id
2177,join nomination.artwork_id-artwork.artwork_id join nomination.festival_id-festival_detail.festival_id scan artwork.type
2178,scan festival_detail
2179,scan event
2180,scan event
2181,scan event
2182,join repair_assignment.machine_id-machine.machine_id join repair_assignment.technician_id-machine.quality_rank
2183,scan technician order by age desc limit 1
2184,scan machine order by value_points desc limit 1
2185,scan machine order by  quality_rank limit 1
2186,scan ship
2187,scan captain
2188,scan captain order by age desc  limit 1
2189,scan captain
2190,scan orders
2191,scan customers
2192,scan customers
2193,scan customers
2194,scan customers
2195,scan customers_cards
2196,scan customers_cards
2197,scan customers_cards
2198,scan perpetrator
2199,scan perpetrator
2200,scan perpetrator order by killed desc limit 1
2201,join weekly_weather.station_id-station.id scan station.network_name
2202,join weekly_weather.station_id-station.id scan station.network_name
2203,join weekly_weather.station_id-station.id scan station.network_name
2204,scan lessons
2205,scan lessons order by price desc limit 1
2206,scan trip
2207,scan trip
2208,scan trip
2209,scan faculty
2210,scan faculty
2211,scan faculty
2212,scan user_profiles
2213,scan user_profiles
2214,scan documents group by document_type_code having count ( * )   >  2
2215,scan documents
2216,scan documents group by document_type_code having count ( * )   >  2
2217,scan documents
2218,scan technician
2219,join repair_assignment.technician_id-technician.technician_id
2220,join repair_assignment.technician_id-technician.technician_id
2221,scan customers
2222,scan match
2223,scan pilot
2224,scan match
2225,scan t1 scan t2
2226,scan match
2227,scan documents
2228,scan documents
2229,scan documents
2230,join program.program_id-broadcast.program_id scan broadcast.time_of_day
2231,scan program
2232,scan program
2233,scan program
2234,scan captain group by class having count ( * )   >  2
2235,scan captain
2236,scan city
2237,scan temperature
2238,join city.city_id-temperature.city_id scan temperature.mar
2239,scan city order by regional_population desc limit 3
2240,scan city order by regional_population desc limit 3
2241,scan city
2242,scan financial_transactions
2243,scan financial_transactions
2244,scan financial_transactions
2245,scan wine
2246,scan wine
2247,scan wine
2248,scan candidate_assessments
2249,scan candidate_assessments order by assessment_date desc limit 1
2250,scan track
2251,scan song
2252,scan song
2253,scan video_games
2254,scan video_games
2255,scan video_games group by gtype order by count ( * )  asc limit 1
2256,scan video_games group by gtype order by count ( * )  desc limit 1
2257,scan storm
2258,scan storm
2259,scan storm
2260,scan storm
2261,scan storm
2262,scan region
2263,scan region
2264,scan t1 scan t2
2265,scan users group by role_code order by count ( * )  desc limit 1
2266,scan campuses
2267,scan csu_fees order by  campusfee desc limit 1
2268,scan campuses
2269,join reservations.room-rooms.roomid scan reservations.rate
2270,join reservations.room-rooms.roomid scan reservations.rate
2271,join reservations.room-rooms.roomid scan reservations.rate
2272,join reservations.room-rooms.roomid scan reservations.rate
2273,scan reservations group by room order by count ( * )  desc limit 1
2274,scan departments
2275,scan customers
2276,scan customers
2277,scan customers
2278,scan film
2279,scan t1 scan t2
2280,scan t1 scan t2
2281,scan apartments  whereapt_id = 2
2282,scan customers
2283,scan student
2284,scan student
2285,scan department
2286,scan dorm_amenity
2287,scan dorm_amenity
2288,scan flight
2289,scan flight
2290,scan flight
2291,scan t1 scan t2
2292,scan staff_department_assignments
2293,join campuses.id-degrees.campus scan campuses.campus scan degrees.year
2294,scan degrees
2295,join campuses.id-degrees.campus scan degrees.campus
2296,join campuses.id-degrees.campus scan degrees.campus
2297,join campuses.id-degrees.campus scan campuses.campus scan degrees.year
2298,scan customers
2299,scan artwork
2300,scan artwork group by type order by count ( * )  desc limit 1
2301,scan artwork
2302,scan transactions
2303,scan draft_copies
2304,scan draft_copies group by document_id order by count ( copy_number )  limit 1
2305,scan draft_copies group by document_id order by count ( copy_number )  desc limit 1
2306,scan draft_copies group by document_id order by count ( copy_number )  desc limit 1
2307,scan draft_copies group by document_id order by count ( copy_number )  desc limit 1
2308,scan addresses
2309,join debate_people.debate_id-debate.debate_id join debate_people.affirmative-people.people_id scan debate.num_of_audience
2310,join exhibition_record.exhibition_id-exhibition.exhibition_id scan exhibition_record.attendance
2311,join exhibition_record.exhibition_id-exhibition.exhibition_id scan exhibition_record.attendance
2312,join exhibition_record.exhibition_id-exhibition.exhibition_id scan exhibition_record.attendance
2313,scan apartment_buildings
2314,scan apartment_buildings
2315,scan apartment_buildings
2316,scan apartment_buildings
2317,scan policies
2318,scan policies
2319,scan policies group by policy_type_code order by count ( * )  desc limit 1
2320,scan campuses
2321,join campuses.id-csu_fees.campus scan campuses.campus scan csu_fees.year
2322,scan t1 scan t2
2323,join campuses.id-csu_fees.campus scan csu_fees.year scan csu_fees.campusfee
2324,join campuses.id-csu_fees.campus scan csu_fees.year scan csu_fees.campusfee
2325,scan campuses
2326,join problems.product_id-product.product_id
2327,join problems.product_id-product.product_id
2328,join problems.product_id-product.product_id
2329,scan wrestler group by location having count ( * )   >  2
2330,scan wrestler
2331,scan t1 scan t2
2332,scan t1 scan t2
2333,scan t1 scan t2
2334,join architect.id-bridge.architect_id scan architect.name
2335,scan student
2336,scan student
2337,scan student
2338,scan dorm
2339,scan dorm
2340,scan dorm
2341,scan dorm
2342,scan dorm
2343,join dorm.dormid-has_amenity.dormid join has_amenity.amenid-dorm_amenity.amenid scan dorm_amenity.amenity_name
2344,scan invoices
2345,scan orders
2346,scan orders
2347,scan airports
2348,scan cinema
2349,scan cinema
2350,scan track order by year_opened desc limit 1
2351,scan track
2352,scan track
2353,scan city
2354,join city.city_id-farm_competition.host_city_id scan city.population
2355,join city.city_id-farm_competition.host_city_id scan city.population
2356,scan web_client_accelerator
2357,scan web_client_accelerator
2358,scan web_client_accelerator
2359,scan products
2360,scan products
2361,scan products
2362,scan products
2363,scan documents
2364,scan flight
2365,scan flight
2366,scan flight
2367,scan movie
2368,scan head
2369,scan head
2370,scan head
2371,scan film order by gross_in_dollar desc limit 1
2372,scan film group by studio having avg ( gross_in_dollar )    >=    4500000
2373,scan film group by studio having avg ( gross_in_dollar )    >=    4500000
2374,scan mountain
2375,join climber.mountain_id-mountain.mountain_id scan climber.country
2376,scan mountain order by height desc limit 1
2377,scan district
2378,scan district
2379,scan district
2380,scan driver
2381,scan driver
2382,join party_host.host_id-host.host_id join party_host.party_id-party.party_id
2383,scan order_items
2384,scan products
2385,scan t1 scan t2
2386,scan student_course_enrolment
2387,join student_course_enrolment.registration_id-student_tests_taken.registration_id scan student_tests_taken.test_result
2388,join student_course_enrolment.registration_id-student_tests_taken.registration_id scan student_tests_taken.test_result
2389,scan products_for_hire
2390,scan products_booked
2391,join order_items.product_id-products.product_id join orders.order_id-products.product_name
2392,scan orders
2393,scan course
2394,scan course
2395,scan course
2396,scan products
2397,scan products
2398,scan products
2399,scan instructor
2400,scan faculty
2401,scan faculty
2402,scan faculty
2403,scan problems
2404,scan problems
2405,scan student group by major  order by count ( * )  desc limit 1
2406,scan student
2407,scan student
2408,scan policies
2409,scan program
2410,scan program order by launch desc limit 1
2411,scan program order by launch desc limit 1
2412,scan wine order by price desc limit 1
2413,scan wine order by price desc limit 1
2414,scan wine
2415,scan wine
2416,scan climber
2417,join climber.mountain_id-mountain.mountain_id scan mountain.country
2418,join climber.mountain_id-mountain.mountain_id scan mountain.country
2419,join addresses.address_id-teachers.address_id scan addresses.zip_postcode
2420,join addresses.address_id-teachers.address_id scan addresses.zip_postcode
2421,join addresses.address_id-teachers.address_id scan addresses.zip_postcode
2422,scan orders
2423,scan orders order by date_order_placed desc limit 1
2424,scan professor
2425,scan department
2426,join professor.dept_code-department.dept_code scan department.dept_name
